ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
20686,variation,,"Single Ply Metallic Yarn - Silver Natural",1,0,visible,,,,,taxable,parent,1,44,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/Photo-Nov-25-12-42-56-PM-scaled.jpg,,,id:20468,,,,,,3,Color,"Silver Natural",,0,,,,
20581,variation,,"Hiking Trail - Lime, 0.6-0.8 lbs per cone",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,10.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/hiking_trail_lime_small_select.jpg,,,id:15805,,,,,,6,Color,Lime,,0,Weight,"0.6-0.8 lbs per cone",,0
20580,variation,,"Hiking Trail - Red Currant, 1.6 lbs per cone",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,18.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/hiking_trail_red_currant_large_select.jpg,,,id:15805,,,,,,5,Color,"Red Currant",,0,Weight,"1.6 lbs per cone",,0
20579,variation,,"Hiking Trail - Red Currant, 0.6-0.8 lbs per cone",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,10.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/hiking_trail_red_currant_small_select.jpg,,,id:15805,,,,,,4,Color,"Red Currant",,0,Weight,"0.6-0.8 lbs per cone",,0
20578,variation,,"Hiking Trail - Spring Water, 1.6 lbs per cone",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,18.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/hiking_trail_spring_water_large_select-1.jpg,,,id:15805,,,,,,3,Color,"Spring Water",,0,Weight,"1.6 lbs per cone",,0
20577,variation,,"Hiking Trail - Spring Water, 0.6-0.8 lbs per cone",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,10.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/hiking_trail_spring_water_small_select-1.jpg,,,id:15805,,,,,,2,Color,"Spring Water",,0,Weight,"0.6-0.8 lbs per cone",,0
20575,variation,,"8/4 unmercerized cotton (merry maid) - Lime, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,13.99,22.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/merry_maid_lime_small_select.jpg,,,id:18281,,,,,,8,Color,Lime,,1,weight,"0.7-0.9 lbs per cone",,0
20572,variation,,"8/4 unmercerized cotton (merry maid) - Aquatic, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,13.99,22.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/merry_maid_aquatic_small_select-1.jpg,,,id:18281,,,,,,12,Color,Aquatic,,1,weight,"0.7-0.9 lbs per cone",,0
20571,variation,,"8/4 unmercerized cotton (merry maid) - Barberry, 1.3-1.4 lbs per cone",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,17.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/merry_maid_barberry_large_select.jpg,,,id:18281,,,,,,11,Color,Barberry,,1,weight,"1.3-1.4 lbs per cone",,0
20570,variation,,"8/4 unmercerized cotton (merry maid) - Barberry, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,13.99,22.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/merry_maid_barberry_small_select.jpg,,,id:18281,,,,,,10,Color,Barberry,,1,weight,"0.7-0.9 lbs per cone",,0
20569,variation,,"8/4 unmercerized cotton (merry maid) - Aquatic, 1.3-1.4 lbs per cone",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,17.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/merry_maid_aquatic_large_select-1.jpg,,,id:18281,,,,,,9,Color,Aquatic,,1,weight,"1.3-1.4 lbs per cone",,0
20540,variation,,"Single Ply Metallic Yarn - Black Copper",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/FrizetteLux_Copper_Select-scaled.jpg,,,id:20468,,,,,,4,Color,"Black Copper",,0,,,,
20535,variation,,"Hiking Trail - Cinnamon, 0.6-0.8 lbs per cone",1,0,visible,,,,,taxable,parent,1,16,,0,0,,,,,0,,,10.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/hiking_trail_cinnamon_small_select.jpg,,,id:15805,,,,,,1,Color,Cinnamon,,0,Weight,"0.6-0.8 lbs per cone",,0
20531,variation,,"Four Ply Metallic Yarn - Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_green_select.jpg,,,id:20525,,,,,,2,Color,Green,,0,,,,
20532,variation,,"Four Ply Metallic Yarn - Red",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_select.jpg,,,id:20525,,,,,,3,Color,Red,,0,,,,
20529,variation,,"Four Ply Metallic Yarn - Rainbow",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_rainbow_select.jpg,,,id:20525,,,,,,0,Color,Rainbow,,0,,,,
20530,variation,,"Four Ply Metallic Yarn - Black Gold",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_black_gold_select.jpg,,,id:20525,,,,,,7,Color,"Black Gold",,0,,,,
20526,variation,,"Four Ply Metallic Yarn - Turquoise",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_turquoise_select.jpg,,,id:20525,,,,,,4,Color,Turquoise,,0,,,,
20527,variation,,"Four Ply Metallic Yarn - Lizard",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_lizard_select.jpg,,,id:20525,,,,,,5,Color,Lizard,,0,,,,
20528,variation,,"Four Ply Metallic Yarn - Kelly Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/four_ply_metallic_kelly_green_select.jpg,,,id:20525,,,,,,3,Color,"Kelly Green",,0,,,,
20515,variation,,"Three Ply Metallic Yarn - Red",1,0,visible,,,,,taxable,parent,1,19,,0,0,,,,,0,,13.99,27.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2021/01/three_ply_metallic_red.jpg,,,id:20506,,,,,,18,Color,Red,,0,,,,
20503,variation,,"Two Ply Metallic Yarn - Silver",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/two_ply_metallic_silver_select.jpg,,,id:20497,,,,,,6,Color,Silver,,0,,,,
20504,variation,,"Two Ply Metallic Yarn - Light Blue",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/two_ply_metallic_light_blue_select.jpg,,,id:20497,,,,,,7,Color,"Light Blue",,0,,,,
20474,variation,,"Single Ply Metallic Yarn - Gold",1,0,visible,,,,,taxable,parent,1,34,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/single_ply_metallic_gold_select.jpg,,,id:20468,,,,,,7,Color,Gold,,0,,,,
20475,variation,,"Single Ply Metallic Yarn - White",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/single_ply_metallic_white_select.jpg,,,id:20468,,,,,,8,Color,White,,0,,,,
20476,variation,,"Single Ply Metallic Yarn - Green",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/single_ply_metallic_green_select.jpg,,,id:20468,,,,,,6,Color,Green,,0,,,,
20472,variation,,"Single Ply Metallic Yarn - Black Silver",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,18.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/single_ply_metallic_black_silver_select.jpg,,,id:20468,,,,,,5,Color,"Black Silver",,0,,,,
20466,variation,,"Nature's Wool - Petunia",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,29.99,49.98,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/natures_wool_petunia_select.jpg,,,id:16614,,,,,,2,Color,Petunia,,0,,,,
20457,variation,,"Bulky Merino Wool - Candy Twist",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_candy_twist_select.jpg,,,id:19107,,,,,,6,Color,"Candy Twist",,0,,,,
20458,variation,,"Bulky Merino Wool - Stone",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_stone_select.jpg,,,id:19107,,,,,,7,Color,Stone,,0,,,,
20455,variation,,"Bulky Merino Wool - Gladiolus",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_purple_sorbet_select.jpg,,,id:19107,,,,,,4,Color,Gladiolus,,0,,,,
20456,variation,,"Bulky Merino Wool - Bubble Gum",1,0,visible,,,,,taxable,parent,1,11,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_bubblegum_select.jpg,,,id:19107,,,,,,5,Color,"Bubble Gum",,0,,,,
20452,variation,,"Bulky Merino Wool - Olive",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_olive_select.jpg,,,id:19107,,,,,,2,Color,Olive,,0,,,,
20453,variation,,"Bulky Merino Wool - Jewel Blue",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_jewel_blue_select.jpg,,,id:19107,,,,,,3,Color,"Jewel Blue",,0,,,,
20451,variation,,"Bulky Merino Wool - Honey Mustard",1,0,visible,,,,,taxable,parent,1,18,,0,0,,,,,0,,19.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/bulky_merino_wool_mustard_select.jpg,,,id:19107,,,,,,1,Color,"Honey Mustard",,0,,,,
20226,variation,,"Popcorn Yarn - Light Rainbow Gourmet, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,15.99,29,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/popcorn_light_rainbow_gourmet_select.jpg,,,id:17955,,,,,,1,Colors,"Light Rainbow Gourmet",,0,weight,"0.7-0.9 lbs per cone",,0
20217,variation,,"Sunburst Yarn - twist",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,13.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/sunburst_twist_select.jpg,,,id:20214,,,,,,0,style,twist,,0,,,,
20215,variation,,"Sunburst Yarn - ribbon chain",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,13.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/sunburst_ribbon_select.jpg,,,id:20214,,,,,,0,style,"ribbon chain",,0,,,,
20216,variation,,"Sunburst Yarn - boucle",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,13.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/sunburst_boucle_select.jpg,,,id:20214,,,,,,0,style,boucle,,0,,,,
20205,variation,,"BIG Chenille 1750 YPP - mint",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,19.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/big_chenille_mint_select.jpg,,,id:20204,,,,,,0,Color,mint,,0,,,,
20206,variation,,"BIG Chenille 1750 YPP - dark olive",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,19.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/big_chenille_dark_olive_select.jpg,,,id:20204,,,,,,0,Color,"dark olive",,0,,,,
20207,variation,,"BIG Chenille 1750 YPP - mushroom",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,19.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/big_chenille_mushroom_select.jpg,,,id:20204,,,,,,0,Color,mushroom,,0,,,,
20202,variation,,"Popcorn Yarn - Bubblegum, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,15.99,29,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/popcorn_bubblegum_select.jpg,,,id:17955,,,,,,2,Colors,Bubblegum,,0,weight,"0.7-0.9 lbs per cone",,0
20200,variation,,"8/4 unmercerized cotton (merry maid) - Lime, 1.3-1.4 lbs per cone",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,17.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/merrymaid_lime_select.jpg,,,id:18281,,,,,,13,Color,Lime,,1,weight,"1.3-1.4 lbs per cone",,0
20197,variation,,"Hiking Trail - Lime, 1.6 lbs per cone",1,0,visible,,,,,taxable,parent,1,11,,0,0,,,,,0,,,18.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/hiking_trail_lime_select.jpg,,,id:15805,,,,,,12,Color,Lime,,0,Weight,"1.6 lbs per cone",,0
20196,variation,,"Hiking Trail - Cinnamon, 1.6 lbs per cone",1,0,visible,,,,,taxable,parent,1,14,,0,0,,,,,0,,,18.95,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/hiking_trail_cinnamon_select.jpg,,,id:15805,,,,,,10,Color,Cinnamon,,0,Weight,"1.6 lbs per cone",,0
20090,variation,,"Seeded Ratton (Avanti) - Orange Peel",1,0,visible,,,,,taxable,parent,1,16,,0,0,,,,,0,,12.99,25,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/seededratton_orangepeel_select.jpg,,,id:11180,,,,,,1,Colors,"Orange Peel",,0,,,,
20082,variation,,"Cotton Rayon Twist - Barnacle",1,0,visible,,,,,taxable,parent,1,11,,0,0,,,,,0,,14.99,30.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/cottonrayontwist_barnacle_select.jpg,,,id:18952,,,,,,1,Color,Barnacle,,0,,,,
20080,variation,,"Bulky Merino Wool - Roasted Pumpkin",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,19.99,38.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/bulkymerinowool_roastedpumkin_select.jpg,,,id:19107,,,,,,8,Color,"Roasted Pumpkin",,0,,,,
19984,variation,,"Frizette Lux - Gold (3 ply)",'-1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,14,28,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/FrizetteLux_Gold_Select-scaled.jpg,,,id:19983,,,,,,0,color,"Gold (3 ply)",,0,,,,
19985,variation,,"Frizette Lux - Rainbow",'-1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,12,24,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/FrizetteLux_Rainbow_Select-scaled.jpg,,,id:19983,,,,,,0,color,Rainbow,,0,,,,
19986,variation,,"Frizette Lux - Copper",'-1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,12,24,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/FrizetteLux_Copper_Select-scaled.jpg,,,id:19983,,,,,,0,color,Copper,,0,,,,
19977,variation,,"Fine Metallic Gimp Yarn - Red, 0.8-1 lbs per cone",1,0,visible,,,,,taxable,parent,1,14,,0,0,,,,,0,,24.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/FineGoldGimp_Red_select-scaled.jpg,,,id:2586,,,,,,4,Color,Red,,0,weight,"0.8-1 lbs per cone",,0
19976,variation,,"Fine Metallic Gimp Yarn - Matte Gold, 0.8-1 lbs per cone",1,0,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,24.99,37.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/FineGoldGimp_MatteGold_select-scaled.jpg,,,id:2586,,,,,,3,Color,"Matte Gold",,0,weight,"0.8-1 lbs per cone",,0
19909,variation,,"Popcorn Yarn - Red Apple, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,15.99,29,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/PopcornYarn_RedApple_Select-scaled.jpg,,,id:17955,,,,,,3,Colors,"Red Apple",,0,weight,"0.7-0.9 lbs per cone",,0
19895,variation,,"Persian Rug Yarn",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,14.99,31.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/PersianRugWool_cone_Select-scaled.jpg,,,id:17702,,,,,,4,Colors,Natural,,0,"Put up","0.5 lb cone",,0
19894,variation,,"Persian Rug Yarn",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,9.99,21.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/PersianRugWool_skein_Select-scaled.jpg,,,id:17702,,,,,,3,Colors,Natural,,0,"Put up","0.25 lb skein",,0
19883,variation,,"Seeded Ratton (Avanti) - Purple Plum",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,12.99,25,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/10/seededratton_purpleplum_select-scaled.jpg,,,id:11180,,,,,,2,Colors,"Purple Plum",,0,,,,
19879,variation,,"Autumn Leaves - 1610",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,13.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/thumbs_IMG_4956.jpeg,,,id:16047,,,,,,2,Style,1610,,0,,,,
19878,variation,,"Autumn Leaves - ribbon chain",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,13.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/AutumnLeaves_RibbonChain_Select-scaled.jpg,,,id:16047,,,,,,1,Style,"ribbon chain",,0,,,,
19877,variation,,"Autumn Leaves - 5802",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,13.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/AutumnLeaves_5802_Select-scaled.jpg,,,id:16047,,,,,,3,Style,5802,,0,,,,
19862,variation,,"Shades of Sunset - Sunset Purple, boucle",1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,16.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/shades_of_sunset_purple_select.jpg,,,id:10855,,,,,,2,Colors,"Sunset Purple",,0,style,boucle,,0
19861,variation,,"Shades of Sunset - Sunset Red, boucle",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,16.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/11/shades_of_sunset_red_select.jpg,,,id:10855,,,,,,1,Colors,"Sunset Red",,0,style,boucle,,0
19854,variation,,"Fun Mini Accents - polka dot",1,0,visible,,,,,taxable,parent,1,35,,0,0,,,,,0,,4.99,10,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/FunMiniAccents_PolkaDot_Select-scaled.jpg,,,id:19846,,,,,,0,color,"polka dot",,0,,,,
19855,variation,,"Fun Mini Accents - jems",1,0,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,4.99,10,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/FunMiniAccents_Jewels_Select-scaled.jpg,,,id:19846,,,,,,0,color,jems,,0,,,,
19856,variation,,"Fun Mini Accents - truffle",1,0,visible,,,,,taxable,parent,1,39,,0,0,,,,,0,,4.99,10,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/FunMiniAccents_Truffle_Select-scaled.jpg,,,id:19846,,,,,,0,color,truffle,,0,,,,
19802,variation,,"Popcorn Yarn - Bungalow Blue, 0.7-0.9 lbs per cone",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,15.99,29,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/PopcornYarn_BungaloBlue_Select-scaled.jpg,,,id:17955,,,,,,4,Colors,"Bungalow Blue",,0,weight,"0.7-0.9 lbs per cone",,0
19791,variation,,"Super Soft Worsted Cotton Yarn - Misty Rose",1,0,visible,,,,,none,parent,0,0,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_MistyRose_Select-scaled.jpg,,,id:2382,,,,,,8,Color,"Misty Rose",,0,,,,
19792,variation,,"Super Soft Worsted Cotton Yarn - Sea Blue",1,0,visible,,,,,none,parent,1,22,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_SeaBlue_Select-scaled.jpg,,,id:2382,,,,,,9,Color,"Sea Blue",,0,,,,
19787,variation,,"Super Soft Worsted Cotton Yarn - Paprika",1,0,visible,,,,,none,parent,1,14,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_Paprika_Select-scaled.jpg,,,id:2382,,,,,,4,Color,Paprika,,0,,,,
19788,variation,,"Super Soft Worsted Cotton Yarn - Yellow Corn",1,0,visible,,,,,none,parent,1,3,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_YellowCorn_Select-scaled.jpg,,,id:2382,,,,,,5,Color,"Yellow Corn",,0,,,,
19789,variation,,"Super Soft Worsted Cotton Yarn - Honeydew",1,0,visible,,,,,none,parent,1,4,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_HoneyDew_Select-scaled.jpg,,,id:2382,,,,,,6,Color,Honeydew,,0,,,,
19790,variation,,"Super Soft Worsted Cotton Yarn - Milky",1,0,visible,,,,,none,parent,1,3,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_Milky_Select-scaled.jpg,,,id:2382,,,,,,7,Color,Milky,,0,,,,
19786,variation,,"Super Soft Worsted Cotton Yarn - Pumpkin",1,0,visible,,,,,none,parent,1,16,,0,0,,,,,0,,14.99,30,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/09/SuperSoftWorstedCotton_Pumpkin_Select-scaled.jpg,,,id:2382,,,,,,3,Color,Pumpkin,,0,,,,
19769,variation,,"Fine Rayon Boucle Yarn - Ivy",1,0,visible,,,,,none,parent,1,8,,0,0,,,,,0,,14,38,,,,http://www.madeinamericayarns.com/wp-content/uploads/2017/02/Ivy-e1599062280495-scaled.jpg,,,id:2563,,,,,,1,Color,Ivy,,0,,,,
19758,variation,,"Florafil Shimmer Yarn - Rose",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,15,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/florafil_shimmer_rose_select-scaled.jpg,,,id:1572,,,,,,2,Color,Rose,,0,,,,
19742,variation,,"Shimmer Yarn - Rose",1,0,visible,,,,,taxable,parent,1,18,,0,0,,,,,0,,16.99,35,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/shimmer_rose_select-scaled.jpg,,,id:12680,,,,,,5,Colors,Rose,,0,,,,
19731,variation,,"Florafil Super Soft Cotton Yarn | Bulky - Natural Cotton",1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,,12.80,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/florafil_natural_select-scaled.jpg,,,id:1085,,,,,,2,Color,"Natural Cotton",,0,,,,
19730,variation,,"8/4 unmercerized cotton (merry maid) - Natural, 1.3-1.4 lbs per cone",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,17.99,39.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/03/MerryMaidYarn_Natural_Select-scaled.jpg,,,id:18281,,,,,,14,Color,Natural,,1,weight,"1.3-1.4 lbs per cone",,0
19714,variation,,"Thick and Thin Cotton with Linen - Scarlet",1,0,visible,,,,,taxable,parent,1,17,,0,0,,,,,0,,14.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/LinenSlubYarn_Scarlet_Select-scaled.jpg,,,id:19708,,,,,,8,Colors,Scarlet,,0,,,,
19715,variation,,"Thick and Thin Cotton with Linen - Sea Foam",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,14.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/LinenSlubYarn_SeaFoam_Select-scaled.jpg,,,id:19708,,,,,,9,Colors,"Sea Foam",,0,,,,
19716,variation,,"Thick and Thin Cotton with Linen - Sunshine",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,14.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/LinenSlubYarn_Sunshine_Select-scaled.jpg,,,id:19708,,,,,,10,Colors,Sunshine,,0,,,,
19709,variation,,"Thick and Thin Cotton with Linen - Bright White",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,14.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/LinenSlubYarn_BrightWhite_Select-scaled.jpg,,,id:19708,,,,,,3,Colors,"Bright White",,0,,,,
19710,variation,,"Thick and Thin Cotton with Linen - Midnight Navy",1,0,visible,,,,,taxable,parent,1,16,,0,0,,,,,0,,14.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/LinenSlubYarn_MidnightNavy_Select-scaled.jpg,,,id:19708,,,,,,4,Colors,"Midnight Navy",,0,,,,
19711,variation,,"Thick and Thin Cotton with Linen - Lime",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,14.99,29.99,,,,http://www.madeinamericayarns.com/wp-content/uploads/2020/08/LinenSlubYarn_Lime_Select-scaled.jpg,,,id:19708,,,,,,5,Colors,Lime,,0,,,,
